"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Kansas"	"20"	"2017"	"2017"	466	2913123	16.0	16.0
	"Kansas"	"20"	"2018"	"2018"	424	2911505	14.6	14.8
	"Kansas"	"20"	"2019"	"2019"	403	2913314	13.8	13.7
	"Kansas"	"20"	"2020 "	"2020"	494	2913805	17.0	16.9
"Total"	"Kansas"	"20"			7295	62051541	11.8	11.7
	"Kentucky"	"21"	"1999"	"1999"	525	4018053	13.1	12.9
	"Kentucky"	"21"	"2000"	"2000"	542	4041769	13.4	13.3
	"Kentucky"	"21"	"2001"	"2001"	524	4068132	12.9	12.7
	"Kentucky"	"21"	"2002"	"2002"	544	4089875	13.3	13.1
	"Kentucky"	"21"	"2003"	"2003"	560	4117170	13.6	13.4
	"Kentucky"	"21"	"2004"	"2004"	551	4146101	13.3	13.1
	"Kentucky"	"21"	"2005"	"2005"	548	4182742	13.1	13.0
	"Kentucky"	"21"	"2006"	"2006"	531	4219239	12.6	12.5
	"Kentucky"	"21"	"2007"	"2007"	612	4256672	14.4	14.2
	"Kentucky"	"21"	"2008"	"2008"	576	4289878	13.4	13.3
	"Kentucky"	"21"	"2009"	"2009"	560	4317074	13.0	12.8
	"Kentucky"	"21"	"2010"	"2010"	555	4339367	12.8	12.4
	"Kentucky"	"21"	"2011"	"2011"	617	4369356	14.1	13.8
	"Kentucky"	"21"	"2012"	"2012"	655	4380415	15.0	14.8
	"Kentucky"	"21"	"2013"	"2013"	622	4395295	14.2	13.7
	"Kentucky"	"21"	"2014"	"2014"	634	4413457	14.4	13.9
	"Kentucky"	"21"	"2015"	"2015"	694	4425092	15.7	15.2
	"Kentucky"	"21"	"2016"	"2016"	772	4436974	17.4	17.5
	"Kentucky"	"21"	"2017"	"2017"	730	4454189	16.4	16.2
	"Kentucky"	"21"	"2018"	"2018"	762	4468402	17.1	16.9
	"Kentucky"	"21"	"2019"	"2019"	682	4467673	15.3	14.9
	"Kentucky"	"21"	"2020 "	"2020"	902	4477251	20.1	20.1
"Total"	"Kentucky"	"21"			13698	94374176	14.5	14.3
	"Louisiana"	"22"	"1999"	"1999"	779	4460811	17.5	17.5
	"Louisiana"	"22"	"2000"	"2000"	790	4468976	17.7	17.6
	"Louisiana"	"22"	"2001"	"2001"	781	4477875	17.4	17.5
	"Louisiana"	"22"	"2002"	"2002"	876	4497267	19.5	19.4
	"Louisiana"	"22"	"2003"	"2003"	847	4521042	18.7	18.7
	"Louisiana"	"22"	"2004"	"2004"	902	4552238	19.8	19.6
	"Louisiana"	"22"	"2005"	"2005"	858	4576628	18.7	18.5
	"Louisiana"	"22"	"2006"	"2006"	831	4302665	19.3	19.1
	"Louisiana"	"22"	"2007"	"2007"	869	4375581	19.9	19.9
	"Louisiana"	"22"	"2008"	"2008"	822	4435586	18.5	18.4
	"Louisiana"	"22"	"2009"	"2009"	810	4491648	18.0	18.1
	"Louisiana"	"22"	"2010"	"2010"	864	4533372	19.1	19.2
	"Louisiana"	"22"	"2011"	"2011"	865	4574836	18.9	18.9
	"Louisiana"	"22"	"2012"	"2012"	845	4601893	18.4	18.5
	"Louisiana"	"22"	"2013"	"2013"	886	4625470	19.2	19.3
	"Louisiana"	"22"	"2014"	"2014"	896	4649676	19.3	19.0
	"Louisiana"	"22"	"2015"	"2015"	952	4670724	20.4	20.4
	"Louisiana"	"22"	"2016"	"2016"	987	4681666	21.1	21.3
	"Louisiana"	"22"	"2017"	"2017"	1008	4684333	21.5	21.7
	"Louisiana"	"22"	"2018"	"2018"	991	4659978	21.3	21.4
	"Louisiana"	"22"	"2019"	"2019"	1013	4648794	21.8	22.1
	"Louisiana"	"22"	"2020 "	"2020"	1183	4645318	25.5	26.3
"Total"	"Louisiana"	"22"			19655	100136377	19.6	19.6
	"Maine"	"23"	"1999"	"1999"	113	1266808	8.9	8.7
	"Maine"	"23"	"2000"	"2000"	112	1274923	8.8	8.5
	"Maine"	"23"	"2001"	"2001"	98	1285692	7.6	7.2
	"Maine"	"23"	"2002"	"2002"	88	1295960	6.8	6.6
	"Maine"	"23"	"2003"	"2003"	82	1306513	6.3	6.0
	"Maine"	"23"	"2004"	"2004"	108	1313688	8.2	7.8
	"Maine"	"23"	"2005"	"2005"	109	1318787	8.3	7.8
	"Maine"	"23"	"2006"	"2006"	105	1323619	7.9	7.3
	"Maine"	"23"	"2007"	"2007"	107	1327040	8.1	7.6
	"Maine"	"23"	"2008"	"2008"	122	1330509	9.2	8.5
	"Maine"	"23"	"2009"	"2009"	122	1329590	9.2	8.6
	"Maine"	"23"	"2010"	"2010"	113	1328361	8.5	7.9
	"Maine"	"23"	"2011"	"2011"	136	1328188	10.2	9.5
	"Maine"	"23"	"2012"	"2012"	130	1329192	9.8	9.0
	"Maine"	"23"	"2013"	"2013"	158	1328302	11.9	10.9
	"Maine"	"23"	"2014"	"2014"	133	1330089	10.0	9.4
	"Maine"	"23"	"2015"	"2015"	144	1329328	10.8	9.8
	"Maine"	"23"	"2016"	"2016"	123	1331479	9.2	8.3
	"Maine"	"23"	"2017"	"2017"	172	1335907	12.9	11.7
	"Maine"	"23"	"2018"	"2018"	159	1338404	11.9	10.3
	"Maine"	"23"	"2019"	"2019"	163	1344212	12.1	11.5
	"Maine"	"23"	"2020 "	"2020"	153	1350141	11.3	10.4
"Total"	"Maine"	"23"			2750	29046732	9.5	8.8
	"Maryland"	"24"	"1999"	"1999"	657	5254509	12.5	12.7
	"Maryland"	"24"	"2000"	"2000"	617	5296486	11.6	11.9
	"Maryland"	"24"	"2001"	"2001"	607	5374691	11.3	11.4
	"Maryland"	"24"	"2002"	"2002"	615	5440389	11.3	11.5
	"Maryland"	"24"	"2003"	"2003"	648	5496269	11.8	11.9
	"Maryland"	"24"	"2004"	"2004"	656	5546935	11.8	11.9
	"Maryland"	"24"	"2005"	"2005"	657	5592379	11.7	11.9
	"Maryland"	"24"	"2006"	"2006"	678	5627367	12.0	12.1
	"Maryland"	"24"	"2007"	"2007"	678	5653408	12.0	12.1
	"Maryland"	"24"	"2008"	"2008"	665	5684965	11.7	11.6
	"Maryland"	"24"	"2009"	"2009"	586	5730388	10.2	10.1
	"Maryland"	"24"	"2010"	"2010"	538	5773552	9.3	9.3
	"Maryland"	"24"	"2011"	"2011"	542	5828289	9.3	9.3
	"Maryland"	"24"	"2012"	"2012"	589	5884563	10.0	9.9
	"Maryland"	"24"	"2013"	"2013"	578	5928814	9.7	9.7
	"Maryland"	"24"	"2014"	"2014"	546	5976407	9.1	9.0
	"Maryland"	"24"	"2015"	"2015"	708	6006401	11.8	11.9
	"Maryland"	"24"	"2016"	"2016"	707	6016447	11.8	11.9
	"Maryland"	"24"	"2017"	"2017"	742	6052177	12.3	12.3
	"Maryland"	"24"	"2018"	"2018"	707	6042718	11.7	11.7
	"Maryland"	"24"	"2019"	"2019"	757	6045680	12.5	12.6
	"Maryland"	"24"	"2020 "	"2020"	803	6055802	13.3	13.5
"Total"	"Maryland"	"24"			14281	126308636	11.3	11.4
	"Massachusetts"	"25"	"1999"	"1999"	195	6317345	3.1	3.0
	"Massachusetts"	"25"	"2000"	"2000"	176	6349097	2.8	2.7
	"Massachusetts"	"25"	"2001"	"2001"	194	6397634	3.0	3.0
	"Massachusetts"	"25"	"2002"	"2002"	204	6417206	3.2	3.1
	"Massachusetts"	"25"	"2003"	"2003"	204	6422565	3.2	3.1
	"Massachusetts"	"25"	"2004"	"2004"	206	6412281	3.2	3.2
	"Massachusetts"	"25"	"2005"	"2005"	224	6403290	3.5	3.4
	"Massachusetts"	"25"	"2006"	"2006"	211	6410084	3.3	3.2
	"Massachusetts"	"25"	"2007"	"2007"	235	6431559	3.7	3.6
	"Massachusetts"	"25"	"2008"	"2008"	224	6468967	3.5	3.4
	"Massachusetts"	"25"	"2009"	"2009"	207	6517613	3.2	3.1
	"Massachusetts"	"25"	"2010"	"2010"	270	6547629	4.1	4.1
	"Massachusetts"	"25"	"2011"	"2011"	254	6587536	3.9	3.8
	"Massachusetts"	"25"	"2012"	"2012"	233	6646144	3.5	3.4
	"Massachusetts"	"25"	"2013"	"2013"	213	6692824	3.2	3.1
	"Massachusetts"	"25"	"2014"	"2014"	226	6745408	3.4	3.2
	"Massachusetts"	"25"	"2015"	"2015"	213	6794422	3.1	3.0
	"Massachusetts"	"25"	"2016"	"2016"	242	6811779	3.6	3.4
	"Massachusetts"	"25"	"2017"	"2017"	262	6859819	3.8	3.7
	"Massachusetts"	"25"	"2018"	"2018"	258	6902149	3.7	3.5
	"Massachusetts"	"25"	"2019"	"2019"	247	6892503	3.6	3.4
	"Massachusetts"	"25"	"2020 "	"2020"	268	6893574	3.9	3.7
"Total"	"Massachusetts"	"25"			4966	144921428	3.4	3.3
	"Michigan"	"26"	"1999"	"1999"	1085	9897116	11.0	11.0
	"Michigan"	"26"	"2000"	"2000"	1071	9938444	10.8	10.8
	"Michigan"	"26"	"2001"	"2001"	1077	9991120	10.8	10.8
	"Michigan"	"26"	"2002"	"2002"	1092	10015710	10.9	11.0
	"Michigan"	"26"	"2003"	"2003"	1030	10041152	10.3	10.3
	"Michigan"	"26"	"2004"	"2004"	1048	10055315	10.4	10.5
	"Michigan"	"26"	"2005"	"2005"	1074	10051137	10.7	10.8
	"Michigan"	"26"	"2006"	"2006"	1157	10036081	11.5	11.5
	"Michigan"	"26"	"2007"	"2007"	1095	10001284	10.9	11.0
	"Michigan"	"26"	"2008"	"2008"	1081	9946889	10.9	10.9
	"Michigan"	"26"	"2009"	"2009"	1095	9901591	11.1	11.1
	"Michigan"	"26"	"2010"	"2010"	1076	9883640	10.9	11.0
	"Michigan"	"26"	"2011"	"2011"	1156	9876187	11.7	11.8
	"Michigan"	"26"	"2012"	"2012"	1222	9883360	12.4	12.3
	"Michigan"	"26"	"2013"	"2013"	1190	9895622	12.0	12.0
	"Michigan"	"26"	"2014"	"2014"	1095	9909877	11.0	11.1
	"Michigan"	"26"	"2015"	"2015"	1164	9922576	11.7	11.7
	"Michigan"	"26"	"2016"	"2016"	1230	9928300	12.4	12.3
	"Michigan"	"26"	"2017"	"2017"	1138	9962311	11.4	11.3
	"Michigan"	"26"	"2018"	"2018"	1310	9995915	13.1	12.9
	"Michigan"	"26"	"2019"	"2019"	1220	9986857	12.2	12.1
	"Michigan"	"26"	"2020 "	"2020"	1454	9966555	14.6	14.6
"Total"	"Michigan"	"26"			25160	219087039	11.5	11.5
	"Minnesota"	"27"	"1999"	"1999"	296	4873481	6.1	6.1
	"Minnesota"	"27"	"2000"	"2000"	312	4919479	6.3	6.3
	"Minnesota"	"27"	"2001"	"2001"	324	4982796	6.5	6.5
	"Minnesota"	"27"	"2002"	"2002"	306	5018935	6.1	6.1
	"Minnesota"	"27"	"2003"	"2003"	332	5053572	6.6	6.5
	"Minnesota"	"27"	"2004"	"2004"	363	5087713	7.1	7.1
	"Minnesota"	"27"	"2005"	"2005"	361	5119598	7.1	7.0
	"Minnesota"	"27"	"2006"	"2006"	329	5163555	6.4	6.4
	"Minnesota"	"27"	"2007"	"2007"	344	5207203	6.6	6.5
	"Minnesota"	"27"	"2008"	"2008"	371	5247018	7.1	7.0
	"Minnesota"	"27"	"2009"	"2009"	336	5281203	6.4	6.2
	"Minnesota"	"27"	"2010"	"2010"	365	5303925	6.9	6.8
	"Minnesota"	"27"	"2011"	"2011"	396	5344861	7.4	7.2
	"Minnesota"	"27"	"2012"	"2012"	382	5379139	7.1	6.9
	"Minnesota"	"27"	"2013"	"2013"	427	5420380	7.9	7.6
	"Minnesota"	"27"	"2014"	"2014"	377	5457173	6.9	6.6
	"Minnesota"	"27"	"2015"	"2015"	410	5489594	7.5	7.4
	"Minnesota"	"27"	"2016"	"2016"	432	5519952	7.8	7.6
	"Minnesota"	"27"	"2017"	"2017"	465	5576606	8.3	8.2
	"Minnesota"	"27"	"2018"	"2018"	437	5611179	7.8	7.8
	"Minnesota"	"27"	"2019"	"2019"	465	5639632	8.2	8.1
	"Minnesota"	"27"	"2020 "	"2020"	513	5657342	9.1	8.9
"Total"	"Minnesota"	"27"			8343	116354336	7.2	7.1
	"Mississippi"	"28"	"1999"	"1999"	515	2828408	18.2	18.2
	"Mississippi"	"28"	"2000"	"2000"	471	2844658	16.6	16.6
	"Mississippi"	"28"	"2001"	"2001"	502	2852994	17.6	17.7
	"Mississippi"	"28"	"2002"	"2002"	492	2858681	17.2	17.3
	"Mississippi"	"28"	"2003"	"2003"	477	2868312	16.6	16.8
	"Mississippi"	"28"	"2004"	"2004"	471	2889010	16.3	16.4
	"Mississippi"	"28"	"2005"	"2005"	455	2905943	15.7	16.0
	"Mississippi"	"28"	"2006"	"2006"	475	2904978	16.4	16.6
	"Mississippi"	"28"	"2007"	"2007"	535	2928350	18.3	18.3
	"Mississippi"	"28"	"2008"	"2008"	568	2947806	19.3	19.3
	"Mississippi"	"28"	"2009"	"2009"	487	2958774	16.5	16.7
	"Mississippi"	"28"	"2010"	"2010"	475	2967297	16.0	16.1
	"Mississippi"	"28"	"2011"	"2011"	530	2978512	17.8	18.0
	"Mississippi"	"28"	"2012"	"2012"	535	2984926	17.9	18.3
	"Mississippi"	"28"	"2013"	"2013"	525	2991207	17.6	17.8
	"Mississippi"	"28"	"2014"	"2014"	547	2994079	18.3	18.3
	"Mississippi"	"28"	"2015"	"2015"	589	2992333	19.7	19.6
	"Mississippi"	"28"	"2016"	"2016"	587	2988726	19.6	19.9
	"Mississippi"	"28"	"2017"	"2017"	632	2984100	21.2	21.5
	"Mississippi"	"28"	"2018"	"2018"	681	2986530	22.8	22.9
	"Mississippi"	"28"	"2019"	"2019"	710	2976149	23.9	24.2
	"Mississippi"	"28"	"2020 "	"2020"	818	2966786	27.6	28.6
"Total"	"Mississippi"	"28"			12077	64598559	18.7	18.9
	"Missouri"	"29"	"1999"	"1999"	711	5561948	12.8	12.7
	"Missouri"	"29"	"2000"	"2000"	742	5595211	13.3	13.2
	"Missouri"	"29"	"2001"	"2001"	744	5641142	13.2	13.1
	"Missouri"	"29"	"2002"	"2002"	696	5674825	12.3	12.2
	"Missouri"	"29"	"2003"	"2003"	657	5709403	11.5	11.5
	"Missouri"	"29"	"2004"	"2004"	664	5747741	11.6	11.5
	"Missouri"	"29"	"2005"	"2005"	752	5790300	13.0	12.9
	"Missouri"	"29"	"2006"	"2006"	767	5842704	13.1	13.1
	"Missouri"	"29"	"2007"	"2007"	759	5887612	12.9	12.8
	"Missouri"	"29"	"2008"	"2008"	818	5923916	13.8	13.8
	"Missouri"	"29"	"2009"	"2009"	822	5961088	13.8	13.7
	"Missouri"	"29"	"2010"	"2010"	846	5988927	14.1	14.0
	"Missouri"	"29"	"2011"	"2011"	854	6010688	14.2	14.0
	"Missouri"	"29"	"2012"	"2012"	882	6021988	14.6	14.6
	"Missouri"	"29"	"2013"	"2013"	880	6044171	14.6	14.4
	"Missouri"	"29"	"2014"	"2014"	943	6063589	15.6	15.3
	"Missouri"	"29"	"2015"	"2015"	1094	6083672	18.0	18.1
	"Missouri"	"29"	"2016"	"2016"	1144	6093000	18.8	19.0
	"Missouri"	"29"	"2017"	"2017"	1307	6113532	21.4	21.5
	"Missouri"	"29"	"2018"	"2018"	1311	6126452	21.4	21.5
	"Missouri"	"29"	"2019"	"2019"	1252	6137428	20.4	20.6
	"Missouri"	"29"	"2020 "	"2020"	1426	6151548	23.2	23.9
"Total"	"Missouri"	"29"			20071	130170885	15.4	15.4
	"Montana"	"30"	"1999"	"1999"	123	897507	13.7	13.4
	"Montana"	"30"	"2000"	"2000"	134	902195	14.9	14.8
	"Montana"	"30"	"2001"	"2001"	160	906961	17.6	17.7
	"Montana"	"30"	"2002"	"2002"	134	911667	14.7	14.6
	"Montana"	"30"	"2003"	"2003"	145	919630	15.8	15.6
	"Montana"	"30"	"2004"	"2004"	125	930009	13.4	13.1
	"Montana"	"30"	"2005"	"2005"	161	940102	17.1	16.9
	"Montana"	"30"	"2006"	"2006"	120	952692	12.6	12.4
	"Montana"	"30"	"2007"	"2007"	139	964706	14.4	13.7
	"Montana"	"30"	"2008"	"2008"	155	976415	15.9	15.7
	"Montana"	"30"	"2009"	"2009"	166	983982	16.9	15.9
	"Montana"	"30"	"2010"	"2010"	164	989415	16.6	15.4
	"Montana"	"30"	"2011"	"2011"	167	998199	16.7	16.4
	"Montana"	"30"	"2012"	"2012"	171	1005141	17.0	16.6
	"Montana"	"30"	"2013"	"2013"	172	1015165	16.9	16.7
	"Montana"	"30"	"2014"	"2014"	172	1023579	16.8	16.1
	"Montana"	"30"	"2015"	"2015"	205	1032949	19.8	19.2
	"Montana"	"30"	"2016"	"2016"	194	1042520	18.6	18.9
	"Montana"	"30"	"2017"	"2017"	244	1050493	23.2	22.5
	"Montana"	"30"	"2018"	"2018"	186	1062305	17.5	17.3
	"Montana"	"30"	"2019"	"2019"	209	1068778	19.6	19.0
	"Montana"	"30"	"2020 "	"2020"	238	1080577	22.0	20.9
"Total"	"Montana"	"30"			3684	21654987	17.0	16.5
	"Nebraska"	"31"	"1999"	"1999"	146	1704764	8.6	8.6
	"Nebraska"	"31"	"2000"	"2000"	168	1711263	9.8	9.8
	"Nebraska"	"31"	"2001"	"2001"	140	1719836	8.1	8.1
	"Nebraska"	"31"	"2002"	"2002"	140	1728292	8.1	8.1
	"Nebraska"	"31"	"2003"	"2003"	134	1738643	7.7	7.6
	"Nebraska"	"31"	"2004"	"2004"	119	1749370	6.8	6.7
	"Nebraska"	"31"	"2005"	"2005"	135	1761497	7.7	7.7
	"Nebraska"	"31"	"2006"	"2006"	141	1772693	8.0	7.7
	"Nebraska"	"31"	"2007"	"2007"	142	1783440	8.0	7.9
	"Nebraska"	"31"	"2008"	"2008"	150	1796378	8.4	8.3
	"Nebraska"	"31"	"2009"	"2009"	132	1812683	7.3	7.3
	"Nebraska"	"31"	"2010"	"2010"	152	1826341	8.3	8.2
	"Nebraska"	"31"	"2011"	"2011"	161	1842641	8.7	8.8
	"Nebraska"	"31"	"2012"	"2012"	167	1855525	9.0	9.1
	"Nebraska"	"31"	"2013"	"2013"	168	1868516	9.0	9.0
	"Nebraska"	"31"	"2014"	"2014"	179	1881503	9.5	9.5
	"Nebraska"	"31"	"2015"	"2015"	169	1896190	8.9	8.9
	"Nebraska"	"31"	"2016"	"2016"	171	1907116	9.0	9.1
	"Nebraska"	"31"	"2017"	"2017"	160	1920076	8.3	8.3
	"Nebraska"	"31"	"2018"	"2018"	183	1929268	9.5	9.0
	"Nebraska"	"31"	"2019"	"2019"	205	1934408	10.6	10.4
	"Nebraska"	"31"	"2020 "	"2020"	197	1937552	10.2	10.1
"Total"	"Nebraska"	"31"			3459	40077995	8.6	8.6
	"Nevada"	"32"	"1999"	"1999"	375	1934718	19.4	20.0
	"Nevada"	"32"	"2000"	"2000"	341	1998257	17.1	17.3
	"Nevada"	"32"	"2001"	"2001"	345	2098399	16.4	16.5
	"Nevada"	"32"	"2002"	"2002"	370	2173791	17.0	17.2
	"Nevada"	"32"	"2003"	"2003"	374	2248850	16.6	17.1
	"Nevada"	"32"	"2004"	"2004"	392	2346222	16.7	16.8
	"Nevada"	"32"	"2005"	"2005"	390	2432143	16.0	16.1
	"Nevada"	"32"	"2006"	"2006"	405	2522658	16.1	16.3
	"Nevada"	"32"	"2007"	"2007"	414	2601072	15.9	15.9
	"Nevada"	"32"	"2008"	"2008"	404	2653630	15.2	15.1
	"Nevada"	"32"	"2009"	"2009"	406	2684665	15.1	15.1
	"Nevada"	"32"	"2010"	"2010"	395	2700551	14.6	14.5
	"Nevada"	"32"	"2011"	"2011"	376	2723322	13.8	13.7
	"Nevada"	"32"	"2012"	"2012"	360	2758931	13.0	12.8
	"Nevada"	"32"	"2013"	"2013"	395	2790136	14.2	13.8
	"Nevada"	"32"	"2014"	"2014"	429	2839099	15.1	14.8
	"Nevada"	"32"	"2015"	"2015"	446	2890845	15.4	14.9
	"Nevada"	"32"	"2016"	"2016"	498	2940058	16.9	16.8
	"Nevada"	"32"	"2017"	"2017"	508	2998039	16.9	16.7
	"Nevada"	"32"	"2018"	"2018"	550	3034392	18.1	17.9
	"Nevada"	"32"	"2019"	"2019"	490	3080156	15.9	15.3
	"Nevada"	"32"	"2020 "	"2020"	547	3138259	17.4	17.0
"Total"	"Nevada"	"32"			9210	57588193	16.0	15.8
	"New Hampshire"	"33"	"1999"	"1999"	71	1222014	5.8	5.8
	"New Hampshire"	"33"	"2000"	"2000"	79	1235786	6.4	6.3
	"New Hampshire"	"33"	"2001"	"2001"	91	1255517	7.2	7.3
	"New Hampshire"	"33"	"2002"	"2002"	76	1269089	6.0	5.9
	"New Hampshire"	"33"	"2003"	"2003"	89	1279840	7.0	6.8
	"New Hampshire"	"33"	"2004"	"2004"	69	1290121	5.3	5.0
	"New Hampshire"	"33"	"2005"	"2005"	88	1298492	6.8	6.6
	"New Hampshire"	"33"	"2006"	"2006"	82	1308389	6.3	6.2
	"New Hampshire"	"33"	"2007"	"2007"	78	1312540	5.9	5.6
	"New Hampshire"	"33"	"2008"	"2008"	93	1315906	7.1	6.7
	"New Hampshire"	"33"	"2009"	"2009"	89	1316102	6.8	6.3
	"New Hampshire"	"33"	"2010"	"2010"	118	1316470	9.0	8.2
	"New Hampshire"	"33"	"2011"	"2011"	92	1318194	7.0	6.4
	"New Hampshire"	"33"	"2012"	"2012"	117	1320718	8.9	8.1
	"New Hampshire"	"33"	"2013"	"2013"	93	1323459	7.0	6.4
	"New Hampshire"	"33"	"2014"	"2014"	122	1326813	9.2	8.7
	"New Hampshire"	"33"	"2015"	"2015"	121	1330608	9.1	8.9
	"New Hampshire"	"33"	"2016"	"2016"	132	1334795	9.9	9.3
	"New Hampshire"	"33"	"2017"	"2017"	146	1342795	10.9	10.4
	"New Hampshire"	"33"	"2018"	"2018"	155	1356458	11.4	10.8
	"New Hampshire"	"33"	"2019"	"2019"	156	1359711	11.5	10.7
	"New Hampshire"	"33"	"2020 "	"2020"	128	1366275	9.4	8.9
"Total"	"New Hampshire"	"33"			2285	28800092	7.9	7.5
	"New Jersey"	"34"	"1999"	"1999"	366	8359592	4.4	4.4
	"New Jersey"	"34"	"2000"	"2000"	341	8414350	4.1	4.1
	"New Jersey"	"34"	"2001"	"2001"	370	8492671	4.4	4.4
	"New Jersey"	"34"	"2002"	"2002"	415	8552643	4.9	4.9
	"New Jersey"	"34"	"2003"	"2003"	458	8601402	5.3	5.4
	"New Jersey"	"34"	"2004"	"2004"	454	8634561	5.3	5.4
	"New Jersey"	"34"	"2005"	"2005"	434	8651974	5.0	5.2
	"New Jersey"	"34"	"2006"	"2006"	492	8661679	5.7	5.8
	"New Jersey"	"34"	"2007"	"2007"	446	8677885	5.1	5.2
	"New Jersey"	"34"	"2008"	"2008"	429	8711090	4.9	5.0
	"New Jersey"	"34"	"2009"	"2009"	411	8755602	4.7	4.7
	"New Jersey"	"34"	"2010"	"2010"	456	8791894	5.2	5.2
	"New Jersey"	"34"	"2011"	"2011"	482	8821155	5.5	5.6
	"New Jersey"	"34"	"2012"	"2012"	444	8864590	5.0	5.1
	"New Jersey"	"34"	"2013"	"2013"	506	8899339	5.7	5.7
	"New Jersey"	"34"	"2014"	"2014"	468	8938175	5.2	5.3
	"New Jersey"	"34"	"2015"	"2015"	475	8958013	5.3	5.4
	"New Jersey"	"34"	"2016"	"2016"	485	8944469	5.4	5.5
	"New Jersey"	"34"	"2017"	"2017"	478	9005644	5.3	5.3
	"New Jersey"	"34"	"2018"	"2018"	420	8908520	4.7	4.8
	"New Jersey"	"34"	"2019"	"2019"	368	8882190	4.1	4.1
	"New Jersey"	"34"	"2020 "	"2020"	443	8882371	5.0	5.0
"Total"	"New Jersey"	"34"			9641	192409809	5.0	5.1
	"New Mexico"	"35"	"1999"	"1999"	290	1808082	16.0	16.3
	"New Mexico"	"35"	"2000"	"2000"	291	1819046	16.0	16.1
	"New Mexico"	"35"	"2001"	"2001"	274	1831690	15.0	15.3
	"New Mexico"	"35"	"2002"	"2002"	304	1855309	16.4	16.6
	"New Mexico"	"35"	"2003"	"2003"	326	1877574	17.4	17.5
	"New Mexico"	"35"	"2004"	"2004"	289	1903808	15.2	15.2
	"New Mexico"	"35"	"2005"	"2005"	267	1932274	13.8	13.9
	"New Mexico"	"35"	"2006"	"2006"	283	1962137	14.4	14.5
	"New Mexico"	"35"	"2007"	"2007"	295	1990070	14.8	14.9
	"New Mexico"	"35"	"2008"	"2008"	294	2010662	14.6	14.7
	"New Mexico"	"35"	"2009"	"2009"	299	2036802	14.7	14.5
	"New Mexico"	"35"	"2010"	"2010"	301	2059179	14.6	14.9
	"New Mexico"	"35"	"2011"	"2011"	306	2082224	14.7	14.8
	"New Mexico"	"35"	"2012"	"2012"	323	2085538	15.5	15.5
	"New Mexico"	"35"	"2013"	"2013"	326	2085287	15.6	15.5
	"New Mexico"	"35"	"2014"	"2014"	340	2085572	16.3	16.0
	"New Mexico"	"35"	"2015"	"2015"	390	2085109	18.7	18.6
	"New Mexico"	"35"	"2016"	"2016"	383	2081015	18.4	18.1
	"New Mexico"	"35"	"2017"	"2017"	394	2088070	18.9	18.5
	"New Mexico"	"35"	"2018"	"2018"	438	2095428	20.9	20.7
	"New Mexico"	"35"	"2019"	"2019"	471	2096829	22.5	22.3
	"New Mexico"	"35"	"2020 "	"2020"	479	2106319	22.7	22.7
"Total"	"New Mexico"	"35"			7363	43978024	16.7	16.7
	"New York"	"36"	"1999"	"1999"	1016	18882725	5.4	5.3
	"New York"	"36"	"2000"	"2000"	1093	18976457	5.8	5.7
	"New York"	"36"	"2001"	"2001"	1068	19082838	5.6	5.5
	"New York"	"36"	"2002"	"2002"	994	19137800	5.2	5.1
	"New York"	"36"	"2003"	"2003"	1034	19175939	5.4	5.3
	"New York"	"36"	"2004"	"2004"	951	19171567	5.0	4.9
	"New York"	"36"	"2005"	"2005"	1019	19132610	5.3	5.3
	"New York"	"36"	"2006"	"2006"	1002	19104631	5.2	5.2
	"New York"	"36"	"2007"	"2007"	985	19132335	5.1	5.1
	"New York"	"36"	"2008"	"2008"	963	19212436	5.0	4.9
	"New York"	"36"	"2009"	"2009"	958	19307066	5.0	4.8
	"New York"	"36"	"2010"	"2010"	1011	19378102	5.2	5.1
	"New York"	"36"	"2011"	"2011"	997	19465197	5.1	5.0
	"New York"	"36"	"2012"	"2012"	977	19570261	5.0	4.8
	"New York"	"36"	"2013"	"2013"	863	19651127	4.4	4.2
	"New York"	"36"	"2014"	"2014"	875	19746227	4.4	4.2
	"New York"	"36"	"2015"	"2015"	849	19795791	4.3	4.2
	"New York"	"36"	"2016"	"2016"	900	19745289	4.6	4.4
	"New York"	"36"	"2017"	"2017"	772	19849399	3.9	3.7
	"New York"	"36"	"2018"	"2018"	821	19542209	4.2	4.1
	"New York"	"36"	"2019"	"2019"	804	19453561	4.1	3.9
	"New York"	"36"	"2020 "	"2020"	1052	19336776	5.4	5.3
"Total"	"New York"	"36"			21004	425850343	4.9	4.8
	"North Carolina"	"37"	"1999"	"1999"	1057	7949361	13.3	13.1
	"North Carolina"	"37"	"2000"	"2000"	1113	8049313	13.8	13.7
	"North Carolina"	"37"	"2001"	"2001"	1093	8210122	13.3	13.1
	"North Carolina"	"37"	"2002"	"2002"	1136	8326201	13.6	13.5
	"North Carolina"	"37"	"2003"	"2003"	1055	8422501	12.5	12.4
	"North Carolina"	"37"	"2004"	"2004"	1055	8553152	12.3	12.3
	"North Carolina"	"37"	"2005"	"2005"	1119	8705407	12.9	12.8
	"North Carolina"	"37"	"2006"	"2006"	1133	8917270	12.7	12.6
	"North Carolina"	"37"	"2007"	"2007"	1116	9118037	12.2	12.2
	"North Carolina"	"37"	"2008"	"2008"	1160	9309449	12.5	12.4
